"","GME.ss9..Quambalaria.cyanescens","SKE.ws4.botryotrichum.spirotrichum","RAE.sh12.Acrocalymma.vagum","MUE.ss1.Marasmiellus.candidus","MUE.ss9.Eucasphaeria.capensis","GME.ws1.Preussia.Africana","GME.ss5.Aspergillus.frequens","GAE.ws1.Tricharina.striispora","GAE.ss.6.Fusarium.ensiforme","GAE.ss3.Aspergillus.jensenii","GAE.ss7.Aspergillus.conversis","GAE.ws8.Sporormiella.septenaria","GAE.ws4.Stemphylium.vesicarium","ERE.ws2.Fusarium.sp.","ERE.ws1.Preussia.intermedia","ERE.ws4.Talaromyces.pinophilus","DHE.ws22.Meyerozyma.sp.","DHE.ss2.Alternaria.arborescens","SKE.ss8.Penicillium.canescens","HspE.ws3.Humicola.grisea","TspE.ws5.Chaetomium.spiculipilium"
"MSHM4782",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"MSHM4783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"MSHM4784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4786",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"MSHM4787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4789",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"MSHM4790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4791",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
"MSHM4792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4793",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"MSHM4794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4795",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"MSHM4796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"MSHM4797",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"MSHM4798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MSHM4799",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"MSHM4800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MSHM4801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MSHM4808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"MSHM4809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MSHM4810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MSHM4811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"MSHM4812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"MSHM4813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4825",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"MSHM4826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MSHM4827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4828",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"MSHM4829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MSHM4831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"MSHM4832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MSHM4833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4834",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"MSHM4835",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"MSHM4836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MSHM4839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"MSHM4840",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MSHM4841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4842",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"MSHM4843",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"MSHM4844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"MSHM4846",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"MSHM4847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MSHM4848",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MSHM4849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MSHM4856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"MSHM4857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"MSHM4858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"MSHM4859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"MSHM4861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4873",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MSHM4874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MSHM4875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4876",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MSHM4877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MSHM4880",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"MSHM4881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MSHM4885",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MSHM4886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MSHM4888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"MSHM4892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM4893",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"MSHM4894",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"MSHM4895",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"MSHM4896",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"MSHM5761",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MSHM5762",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MSHM5763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5764",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"MSHM5765",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"MSHM5766",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MSHM5767",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5768",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"MSHM5769",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"MSHM5770",0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0
"MSHM5771",0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0
"MSHM5772",0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
"MSHM5773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5785",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5787",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5790",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5791",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5792",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5795",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5799",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5800",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5802",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5805",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5808",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5809",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"MSHM5810",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MSHM5811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5812",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MSHM5813",0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
"MSHM5814",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
"MSHM5815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5816",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5817",0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
"MSHM5818",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
"MSHM5819",0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0
"MSHM5820",0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0
"MSHM5821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5833",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5834",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5835",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5839",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5843",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5844",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5847",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5852",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5853",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5855",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5856",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5857",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MSHM5858",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MSHM5859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5860",0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
"MSHM5861",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MSHM5862",0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"MSHM5863",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"MSHM5864",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"MSHM5865",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5866",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MSHM5867",0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0
"MSHM5868",0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0
"MSHM5869",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"MSHM5870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5881",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5882",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5883",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5884",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5889",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5894",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5896",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5897",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5899",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5901",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5902",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5904",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5905",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MSHM5906",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"MSHM5907",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MSHM5908",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"MSHM5909",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MSHM5910",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
"MSHM5911",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"MSHM5912",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MSHM5913",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSHM5914",0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0
"MSHM5915",0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0,0,0,0,0,0
"MSHM5916",0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0
