"","SITE","SOIL","TIME","HOST","TISSUE","TEMP","MEDIA"
"MSHM5846","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5847","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5848","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5849","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5850","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5851","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5852","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5853","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5854","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5855","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5856","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5857","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM5858","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM5859","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM5860","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM5861","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM5862","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM5863","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM5864","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM5865","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM5866","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM5867","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM5868","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM5869","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM5870","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM5871","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM5872","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM5873","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM5874","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM5875","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM5876","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM5877","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM5878","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM5879","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM5880","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM5881","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5882","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5883","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5884","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5885","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5886","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5887","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5888","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5889","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5890","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5891","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5892","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5893","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5894","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5895","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5896","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5897","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5898","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5899","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5900","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5901","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5902","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5903","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5904","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5905","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM5906","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM5907","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM5908","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM5909","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM5910","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM5911","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM5912","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM5913","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM5914","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM5915","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM5916","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM5917","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM5918","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM5919","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM5920","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM5921","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM5922","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM5923","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM5924","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM5925","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM5926","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM5927","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM5928","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM5929","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5930","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5931","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5932","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5933","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5934","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5935","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5936","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5937","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5938","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5939","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5940","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5941","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5942","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5943","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5944","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5945","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5946","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5947","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5948","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5949","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5950","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5951","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5952","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5953","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM5954","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM5955","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM5956","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM5957","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM5958","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM5959","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM5960","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM5961","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM5962","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM5963","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM5964","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM5965","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM5966","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM5967","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM5968","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM5969","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM5970","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM5971","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM5972","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM5973","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM5974","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM5975","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM5976","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM5977","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5978","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5979","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5980","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5981","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5982","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM5983","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5984","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5985","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5986","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5987","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5988","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM5989","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5990","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5991","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5992","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5993","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5994","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM5995","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5996","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5997","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5998","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM5999","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM6000","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM6001","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM6002","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM6003","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM6004","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM6005","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM6006","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM6007","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM6008","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM6009","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM6010","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM6011","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM6012","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM6013","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM6014","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM6015","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM6016","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM6017","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM6018","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM6019","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM6020","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM6021","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM6022","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM6023","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM6024","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM6025","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM6026","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM6027","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM6028","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM6029","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM6030","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM6031","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM6032","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM6033","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM6034","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM6035","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM6036","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM6037","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM6038","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM6039","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM6040","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM6041","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM6042","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM6043","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM6044","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM6045","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM6046","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM6047","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM6048","Sorkhe","Gypsum Soil","W2016","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM6049","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM6050","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM6051","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Leaf",23,"PDA"
"MSHM6052","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM6053","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM6054","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Leaf",30,"PDA"
"MSHM6055","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM6056","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM6057","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Leaf",23,"PDA+Plant extract"
"MSHM6058","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM6059","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM6060","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Leaf",30,"PDA+Plant extract"
"MSHM6061","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM6062","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM6063","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Branch",23,"PDA"
"MSHM6064","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM6065","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM6066","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Branch",30,"PDA"
"MSHM6067","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM6068","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM6069","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Branch",23,"PDA+Plant extract"
"MSHM6070","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM6071","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM6072","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Branch",30,"PDA+Plant extract"
"MSHM6073","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM6074","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM6075","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM6076","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM6077","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM6078","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",23,"PDA"
"MSHM6079","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM6080","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM6081","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM6082","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM6083","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM6084","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",30,"PDA"
"MSHM6085","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM6086","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM6087","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM6088","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM6089","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM6090","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",23,"PDA+Plant extract"
"MSHM6091","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
"MSHM6092","Sorkhe","Gypsum Soil","S2017","Gypsophila atriplicoides","Root",30,"PDA+Plant extract"
